event_id,frame_id,timestamp,ground_truth_label,wind_kts,prior_wind_kts,label_source,center_lat,center_lon
amphan_2020,amphan_2020_20200520T000000Z.npz,2020-05-20T00:00:00Z,banding,95.0,100.0,ibtracs_intensity_rules,19.1,87.5
amphan_2020,amphan_2020_20200520T030000Z.npz,2020-05-20T03:00:00Z,banding,95.0,100.0,ibtracs_intensity_rules,19.8,87.7
amphan_2020,amphan_2020_20200520T060000Z.npz,2020-05-20T06:00:00Z,banding,90.0,95.0,ibtracs_intensity_rules,20.6,88.0
amphan_2020,amphan_2020_20200520T090000Z.npz,2020-05-20T09:00:00Z,banding,90.0,95.0,ibtracs_intensity_rules,21.4,88.1
amphan_2020,amphan_2020_20200520T120000Z.npz,2020-05-20T12:00:00Z,banding,85.0,90.0,ibtracs_intensity_rules,21.9,88.4
amphan_2020,amphan_2020_20200520T150000Z.npz,2020-05-20T15:00:00Z,shear_affected,65.0,90.0,ibtracs_intensity_rules,22.7,88.6
amphan_2020,amphan_2020_20200520T180000Z.npz,2020-05-20T18:00:00Z,shear_affected,50.0,85.0,ibtracs_intensity_rules,23.3,89.0
amphan_2020,amphan_2020_20200520T210000Z.npz,2020-05-20T21:00:00Z,shear_affected,45.0,65.0,ibtracs_intensity_rules,24.2,89.0
amphan_2020,amphan_2020_20200521T000000Z.npz,2020-05-21T00:00:00Z,curved_band,40.0,50.0,ibtracs_intensity_rules,24.2,89.3
biparjoy_2023,biparjoy_2023_20230606T000000Z.npz,2023-06-06T00:00:00Z,disorganized,,,ibtracs_intensity_rules,,
biparjoy_2023,biparjoy_2023_20230606T030000Z.npz,2023-06-06T03:00:00Z,disorganized,,,ibtracs_intensity_rules,,
biparjoy_2023,biparjoy_2023_20230606T060000Z.npz,2023-06-06T06:00:00Z,disorganized,,,ibtracs_intensity_rules,11.9,66.0
biparjoy_2023,biparjoy_2023_20230606T090000Z.npz,2023-06-06T09:00:00Z,disorganized,,,ibtracs_intensity_rules,12.13,65.9775
biparjoy_2023,biparjoy_2023_20230606T120000Z.npz,2023-06-06T12:00:00Z,disorganized,,,ibtracs_intensity_rules,12.3,66.0
biparjoy_2023,biparjoy_2023_20230606T150000Z.npz,2023-06-06T15:00:00Z,disorganized,,,ibtracs_intensity_rules,12.3725,66.0925
biparjoy_2023,biparjoy_2023_20230606T180000Z.npz,2023-06-06T18:00:00Z,disorganized,,,ibtracs_intensity_rules,12.4,66.2
biparjoy_2023,biparjoy_2023_20230606T210000Z.npz,2023-06-06T21:00:00Z,disorganized,,,ibtracs_intensity_rules,12.4275,66.2575
biparjoy_2023,biparjoy_2023_20230607T000000Z.npz,2023-06-07T00:00:00Z,disorganized,,,ibtracs_intensity_rules,12.5,66.3
biparjoy_2023,biparjoy_2023_20230607T030000Z.npz,2023-06-07T03:00:00Z,disorganized,,,ibtracs_intensity_rules,12.655,66.3575
biparjoy_2023,biparjoy_2023_20230607T060000Z.npz,2023-06-07T06:00:00Z,disorganized,,,ibtracs_intensity_rules,12.9,66.4
biparjoy_2023,biparjoy_2023_20230607T090000Z.npz,2023-06-07T09:00:00Z,disorganized,,,ibtracs_intensity_rules,13.265,66.4449
biparjoy_2023,biparjoy_2023_20230607T120000Z.npz,2023-06-07T12:00:00Z,disorganized,,,ibtracs_intensity_rules,13.6,66.4
biparjoy_2023,biparjoy_2023_20230607T150000Z.npz,2023-06-07T15:00:00Z,disorganized,,,ibtracs_intensity_rules,13.7601,66.1276
biparjoy_2023,biparjoy_2023_20230607T180000Z.npz,2023-06-07T18:00:00Z,disorganized,,,ibtracs_intensity_rules,13.8,65.9
biparjoy_2023,biparjoy_2023_20230607T210000Z.npz,2023-06-07T21:00:00Z,disorganized,,,ibtracs_intensity_rules,13.7275,66.02
biparjoy_2023,biparjoy_2023_20230608T000000Z.npz,2023-06-08T00:00:00Z,disorganized,,,ibtracs_intensity_rules,13.7,66.2
biparjoy_2023,biparjoy_2023_20230608T030000Z.npz,2023-06-08T03:00:00Z,disorganized,,,ibtracs_intensity_rules,13.9275,66.18
biparjoy_2023,biparjoy_2023_20230608T060000Z.npz,2023-06-08T06:00:00Z,disorganized,,,ibtracs_intensity_rules,14.2,66.1
biparjoy_2023,biparjoy_2023_20230608T090000Z.npz,2023-06-08T09:00:00Z,disorganized,,,ibtracs_intensity_rules,14.3375,66.0275
biparjoy_2023,biparjoy_2023_20230608T120000Z.npz,2023-06-08T12:00:00Z,disorganized,,,ibtracs_intensity_rules,14.4,66.0
biparjoy_2023,biparjoy_2023_20230608T150000Z.npz,2023-06-08T15:00:00Z,disorganized,,,ibtracs_intensity_rules,14.4,66.0625
biparjoy_2023,biparjoy_2023_20230608T180000Z.npz,2023-06-08T18:00:00Z,disorganized,,,ibtracs_intensity_rules,14.4,66.2
biparjoy_2023,biparjoy_2023_20230608T210000Z.npz,2023-06-08T21:00:00Z,disorganized,,,ibtracs_intensity_rules,14.47,66.37
biparjoy_2023,biparjoy_2023_20230609T000000Z.npz,2023-06-09T00:00:00Z,disorganized,,,ibtracs_intensity_rules,14.6,66.6
biparjoy_2023,biparjoy_2023_20230609T030000Z.npz,2023-06-09T03:00:00Z,disorganized,,,ibtracs_intensity_rules,14.7776,66.9224
biparjoy_2023,biparjoy_2023_20230609T060000Z.npz,2023-06-09T06:00:00Z,disorganized,,,ibtracs_intensity_rules,15.0,67.2
biparjoy_2023,biparjoy_2023_20230609T090000Z.npz,2023-06-09T09:00:00Z,disorganized,,,ibtracs_intensity_rules,15.2274,67.2876
biparjoy_2023,biparjoy_2023_20230609T120000Z.npz,2023-06-09T12:00:00Z,disorganized,,,ibtracs_intensity_rules,15.5,67.3
biparjoy_2023,biparjoy_2023_20230609T150000Z.npz,2023-06-09T15:00:00Z,disorganized,,,ibtracs_intensity_rules,15.85,67.3575
biparjoy_2023,biparjoy_2023_20230609T180000Z.npz,2023-06-09T18:00:00Z,disorganized,,,ibtracs_intensity_rules,16.2,67.4
biparjoy_2023,biparjoy_2023_20230609T210000Z.npz,2023-06-09T21:00:00Z,disorganized,,,ibtracs_intensity_rules,16.465,67.4075
biparjoy_2023,biparjoy_2023_20230610T000000Z.npz,2023-06-10T00:00:00Z,disorganized,,,ibtracs_intensity_rules,16.7,67.4
biparjoy_2023,biparjoy_2023_20230610T030000Z.npz,2023-06-10T03:00:00Z,disorganized,,,ibtracs_intensity_rules,16.98,67.4
biparjoy_2023,biparjoy_2023_20230610T060000Z.npz,2023-06-10T06:00:00Z,disorganized,,,ibtracs_intensity_rules,17.2,67.4
biparjoy_2023,biparjoy_2023_20230610T090000Z.npz,2023-06-10T09:00:00Z,disorganized,,,ibtracs_intensity_rules,17.28,67.3925
biparjoy_2023,biparjoy_2023_20230610T120000Z.npz,2023-06-10T12:00:00Z,disorganized,,,ibtracs_intensity_rules,17.3,67.4
biparjoy_2023,biparjoy_2023_20230610T150000Z.npz,2023-06-10T15:00:00Z,disorganized,,,ibtracs_intensity_rules,17.32,67.45
biparjoy_2023,biparjoy_2023_20230610T180000Z.npz,2023-06-10T18:00:00Z,disorganized,,,ibtracs_intensity_rules,17.4,67.5
biparjoy_2023,biparjoy_2023_20230610T210000Z.npz,2023-06-10T21:00:00Z,disorganized,,,ibtracs_intensity_rules,17.62,67.4926
biparjoy_2023,biparjoy_2023_20230611T000000Z.npz,2023-06-11T00:00:00Z,disorganized,,,ibtracs_intensity_rules,17.9,67.5
biparjoy_2023,biparjoy_2023_20230611T030000Z.npz,2023-06-11T03:00:00Z,disorganized,,,ibtracs_intensity_rules,18.165,67.5924
biparjoy_2023,biparjoy_2023_20230611T060000Z.npz,2023-06-11T06:00:00Z,disorganized,,,ibtracs_intensity_rules,18.4,67.7
biparjoy_2023,biparjoy_2023_20230611T090000Z.npz,2023-06-11T09:00:00Z,disorganized,,,ibtracs_intensity_rules,18.5575,67.765
biparjoy_2023,biparjoy_2023_20230611T120000Z.npz,2023-06-11T12:00:00Z,disorganized,,,ibtracs_intensity_rules,18.7,67.8
biparjoy_2023,biparjoy_2023_20230611T150000Z.npz,2023-06-11T15:00:00Z,disorganized,,,ibtracs_intensity_rules,18.9,67.815
biparjoy_2023,biparjoy_2023_20230611T180000Z.npz,2023-06-11T18:00:00Z,disorganized,,,ibtracs_intensity_rules,19.1,67.8
biparjoy_2023,biparjoy_2023_20230611T210000Z.npz,2023-06-11T21:00:00Z,disorganized,,,ibtracs_intensity_rules,19.2575,67.7725
biparjoy_2023,biparjoy_2023_20230612T000000Z.npz,2023-06-12T00:00:00Z,disorganized,,,ibtracs_intensity_rules,19.4,67.7
biparjoy_2023,biparjoy_2023_20230612T030000Z.npz,2023-06-12T03:00:00Z,disorganized,,,ibtracs_intensity_rules,19.5575,67.5501
biparjoy_2023,biparjoy_2023_20230612T060000Z.npz,2023-06-12T06:00:00Z,disorganized,,,ibtracs_intensity_rules,19.7,67.4
biparjoy_2023,biparjoy_2023_20230612T090000Z.npz,2023-06-12T09:00:00Z,disorganized,,,ibtracs_intensity_rules,19.8075,67.3275
biparjoy_2023,biparjoy_2023_20230612T120000Z.npz,2023-06-12T12:00:00Z,disorganized,,,ibtracs_intensity_rules,19.9,67.3
biparjoy_2023,biparjoy_2023_20230612T150000Z.npz,2023-06-12T15:00:00Z,disorganized,,,ibtracs_intensity_rules,19.97,67.3074
biparjoy_2023,biparjoy_2023_20230612T180000Z.npz,2023-06-12T18:00:00Z,disorganized,,,ibtracs_intensity_rules,20.1,67.3
biparjoy_2023,biparjoy_2023_20230612T210000Z.npz,2023-06-12T21:00:00Z,disorganized,,,ibtracs_intensity_rules,20.385,67.23
biparjoy_2023,biparjoy_2023_20230613T000000Z.npz,2023-06-13T00:00:00Z,disorganized,,,ibtracs_intensity_rules,20.7,67.1
biparjoy_2023,biparjoy_2023_20230613T030000Z.npz,2023-06-13T03:00:00Z,disorganized,,,ibtracs_intensity_rules,20.93,66.9075
biparjoy_2023,biparjoy_2023_20230613T060000Z.npz,2023-06-13T06:00:00Z,disorganized,,,ibtracs_intensity_rules,21.1,66.7
biparjoy_2023,biparjoy_2023_20230613T090000Z.npz,2023-06-13T09:00:00Z,disorganized,,,ibtracs_intensity_rules,21.2075,66.4975
biparjoy_2023,biparjoy_2023_20230613T120000Z.npz,2023-06-13T12:00:00Z,disorganized,,,ibtracs_intensity_rules,21.3,66.4
biparjoy_2023,biparjoy_2023_20230613T150000Z.npz,2023-06-13T15:00:00Z,disorganized,,,ibtracs_intensity_rules,21.465,66.5648
biparjoy_2023,biparjoy_2023_20230613T180000Z.npz,2023-06-13T18:00:00Z,disorganized,,,ibtracs_intensity_rules,21.6,66.7
biparjoy_2023,biparjoy_2023_20230613T210000Z.npz,2023-06-13T21:00:00Z,disorganized,,,ibtracs_intensity_rules,21.6302,66.465
biparjoy_2023,biparjoy_2023_20230614T000000Z.npz,2023-06-14T00:00:00Z,disorganized,,,ibtracs_intensity_rules,21.6,66.2
biparjoy_2023,biparjoy_2023_20230614T030000Z.npz,2023-06-14T03:00:00Z,disorganized,,,ibtracs_intensity_rules,21.5124,66.1827
biparjoy_2023,biparjoy_2023_20230614T060000Z.npz,2023-06-14T06:00:00Z,disorganized,,,ibtracs_intensity_rules,21.5,66.3
biparjoy_2023,biparjoy_2023_20230614T090000Z.npz,2023-06-14T09:00:00Z,disorganized,,,ibtracs_intensity_rules,21.7276,66.5072
biparjoy_2023,biparjoy_2023_20230614T120000Z.npz,2023-06-14T12:00:00Z,disorganized,,,ibtracs_intensity_rules,22.0,66.7
biparjoy_2023,biparjoy_2023_20230614T150000Z.npz,2023-06-14T15:00:00Z,disorganized,,,ibtracs_intensity_rules,22.1075,66.7226
biparjoy_2023,biparjoy_2023_20230614T180000Z.npz,2023-06-14T18:00:00Z,disorganized,,,ibtracs_intensity_rules,22.2,66.7
biparjoy_2023,biparjoy_2023_20230614T210000Z.npz,2023-06-14T21:00:00Z,disorganized,,,ibtracs_intensity_rules,22.4075,66.72
biparjoy_2023,biparjoy_2023_20230615T000000Z.npz,2023-06-15T00:00:00Z,disorganized,,,ibtracs_intensity_rules,22.6,66.8
biparjoy_2023,biparjoy_2023_20230615T030000Z.npz,2023-06-15T03:00:00Z,disorganized,,,ibtracs_intensity_rules,22.6649,66.9476
biparjoy_2023,biparjoy_2023_20230615T060000Z.npz,2023-06-15T06:00:00Z,disorganized,,,ibtracs_intensity_rules,22.7,67.2
biparjoy_2023,biparjoy_2023_20230615T090000Z.npz,2023-06-15T09:00:00Z,disorganized,,,ibtracs_intensity_rules,22.7701,67.5776
biparjoy_2023,biparjoy_2023_20230615T120000Z.npz,2023-06-15T12:00:00Z,disorganized,,,ibtracs_intensity_rules,22.9,68.0
biparjoy_2023,biparjoy_2023_20230615T150000Z.npz,2023-06-15T15:00:00Z,disorganized,,,ibtracs_intensity_rules,23.15,68.3797
biparjoy_2023,biparjoy_2023_20230615T180000Z.npz,2023-06-15T18:00:00Z,disorganized,,,ibtracs_intensity_rules,23.4,68.7
biparjoy_2023,biparjoy_2023_20230615T210000Z.npz,2023-06-15T21:00:00Z,disorganized,,,ibtracs_intensity_rules,23.5224,68.9227
biparjoy_2023,biparjoy_2023_20230616T000000Z.npz,2023-06-16T00:00:00Z,disorganized,,,ibtracs_intensity_rules,23.6,69.1
fani_2019,fani_2019_20190425T000000Z.npz,2019-04-25T00:00:00Z,disorganized,,,ibtracs_intensity_rules,,
fani_2019,fani_2019_20190425T030000Z.npz,2019-04-25T03:00:00Z,disorganized,,,ibtracs_intensity_rules,,
fani_2019,fani_2019_20190425T060000Z.npz,2019-04-25T06:00:00Z,disorganized,,,ibtracs_intensity_rules,,
fani_2019,fani_2019_20190425T090000Z.npz,2019-04-25T09:00:00Z,disorganized,,,ibtracs_intensity_rules,,
fani_2019,fani_2019_20190425T120000Z.npz,2019-04-25T12:00:00Z,disorganized,,,ibtracs_intensity_rules,,
fani_2019,fani_2019_20190425T150000Z.npz,2019-04-25T15:00:00Z,disorganized,,,ibtracs_intensity_rules,,
fani_2019,fani_2019_20190425T180000Z.npz,2019-04-25T18:00:00Z,disorganized,,,ibtracs_intensity_rules,1.9,90.2
fani_2019,fani_2019_20190425T210000Z.npz,2019-04-25T21:00:00Z,disorganized,,,ibtracs_intensity_rules,2.05999,90.1225
fani_2019,fani_2019_20190426T000000Z.npz,2019-04-26T00:00:00Z,disorganized,,,ibtracs_intensity_rules,2.2,90.0
fani_2019,fani_2019_20190426T030000Z.npz,2019-04-26T03:00:00Z,disorganized,,,ibtracs_intensity_rules,2.32001,89.82
fani_2019,fani_2019_20190426T060000Z.npz,2019-04-26T06:00:00Z,disorganized,,,ibtracs_intensity_rules,2.5,89.7
fani_2019,fani_2019_20190426T090000Z.npz,2019-04-26T09:00:00Z,disorganized,,,ibtracs_intensity_rules,2.82,89.7625
fani_2019,fani_2019_20190426T120000Z.npz,2019-04-26T12:00:00Z,disorganized,25.0,,ibtracs_intensity_rules,3.2,89.2
fani_2019,fani_2019_20190426T150000Z.npz,2019-04-26T15:00:00Z,disorganized,,,ibtracs_intensity_rules,3.41934,88.9523
fani_2019,fani_2019_20190426T180000Z.npz,2019-04-26T18:00:00Z,disorganized,25.0,25.0,ibtracs_intensity_rules,3.7,88.8
fani_2019,fani_2019_20190426T210000Z.npz,2019-04-26T21:00:00Z,disorganized,,,ibtracs_intensity_rules,4.07954,88.7931
fani_2019,fani_2019_20190427T000000Z.npz,2019-04-27T00:00:00Z,disorganized,30.0,25.0,ibtracs_intensity_rules,4.5,88.8
fani_2019,fani_2019_20190427T030000Z.npz,2019-04-27T03:00:00Z,disorganized,30.0,,ibtracs_intensity_rules,4.9,88.7
fani_2019,fani_2019_20190427T060000Z.npz,2019-04-27T06:00:00Z,curved_band,35.0,30.0,ibtracs_intensity_rules,5.2,88.6
fani_2019,fani_2019_20190427T090000Z.npz,2019-04-27T09:00:00Z,curved_band,40.0,30.0,ibtracs_intensity_rules,5.4,88.5
fani_2019,fani_2019_20190427T120000Z.npz,2019-04-27T12:00:00Z,curved_band,45.0,35.0,ibtracs_intensity_rules,5.9,88.5
fani_2019,fani_2019_20190427T150000Z.npz,2019-04-27T15:00:00Z,curved_band,45.0,40.0,ibtracs_intensity_rules,6.3,88.5
fani_2019,fani_2019_20190427T180000Z.npz,2019-04-27T18:00:00Z,curved_band,45.0,45.0,ibtracs_intensity_rules,6.6,88.2
fani_2019,fani_2019_20190427T210000Z.npz,2019-04-27T21:00:00Z,curved_band,45.0,45.0,ibtracs_intensity_rules,6.9,87.9
fani_2019,fani_2019_20190428T000000Z.npz,2019-04-28T00:00:00Z,curved_band,45.0,45.0,ibtracs_intensity_rules,7.3,87.9
fani_2019,fani_2019_20190428T030000Z.npz,2019-04-28T03:00:00Z,curved_band,45.0,45.0,ibtracs_intensity_rules,7.3,87.9
fani_2019,fani_2019_20190428T060000Z.npz,2019-04-28T06:00:00Z,curved_band,45.0,45.0,ibtracs_intensity_rules,7.4,87.8
fani_2019,fani_2019_20190428T090000Z.npz,2019-04-28T09:00:00Z,curved_band,45.0,45.0,ibtracs_intensity_rules,7.7,87.5
fani_2019,fani_2019_20190428T120000Z.npz,2019-04-28T12:00:00Z,curved_band,45.0,45.0,ibtracs_intensity_rules,8.2,87.0
fani_2019,fani_2019_20190428T150000Z.npz,2019-04-28T15:00:00Z,curved_band,45.0,45.0,ibtracs_intensity_rules,8.3,86.9
fani_2019,fani_2019_20190428T180000Z.npz,2019-04-28T18:00:00Z,curved_band,45.0,45.0,ibtracs_intensity_rules,8.4,86.9
fani_2019,fani_2019_20190428T210000Z.npz,2019-04-28T21:00:00Z,curved_band,45.0,45.0,ibtracs_intensity_rules,8.5,86.9
fani_2019,fani_2019_20190429T000000Z.npz,2019-04-29T00:00:00Z,curved_band,45.0,45.0,ibtracs_intensity_rules,8.6,86.9
fani_2019,fani_2019_20190429T030000Z.npz,2019-04-29T03:00:00Z,curved_band,45.0,45.0,ibtracs_intensity_rules,8.7,86.9
fani_2019,fani_2019_20190429T060000Z.npz,2019-04-29T06:00:00Z,curved_band,45.0,45.0,ibtracs_intensity_rules,9.2,86.9
fani_2019,fani_2019_20190429T090000Z.npz,2019-04-29T09:00:00Z,curved_band,45.0,45.0,ibtracs_intensity_rules,9.7,86.8
fani_2019,fani_2019_20190429T120000Z.npz,2019-04-29T12:00:00Z,curved_band,55.0,45.0,ibtracs_intensity_rules,10.1,86.7
fani_2019,fani_2019_20190429T150000Z.npz,2019-04-29T15:00:00Z,curved_band,55.0,45.0,ibtracs_intensity_rules,10.4,86.7
fani_2019,fani_2019_20190429T180000Z.npz,2019-04-29T18:00:00Z,curved_band,55.0,55.0,ibtracs_intensity_rules,10.8,86.6
fani_2019,fani_2019_20190429T210000Z.npz,2019-04-29T21:00:00Z,banding,65.0,55.0,ibtracs_intensity_rules,11.1,86.5
fani_2019,fani_2019_20190430T000000Z.npz,2019-04-30T00:00:00Z,banding,70.0,55.0,ibtracs_intensity_rules,11.7,86.5
fani_2019,fani_2019_20190430T030000Z.npz,2019-04-30T03:00:00Z,banding,75.0,65.0,ibtracs_intensity_rules,12.3,86.2
fani_2019,fani_2019_20190430T060000Z.npz,2019-04-30T06:00:00Z,banding,80.0,70.0,ibtracs_intensity_rules,12.6,85.7
fani_2019,fani_2019_20190430T090000Z.npz,2019-04-30T09:00:00Z,banding,85.0,75.0,ibtracs_intensity_rules,13.0,85.3
fani_2019,fani_2019_20190430T120000Z.npz,2019-04-30T12:00:00Z,banding,90.0,80.0,ibtracs_intensity_rules,13.3,84.7
fani_2019,fani_2019_20190430T150000Z.npz,2019-04-30T15:00:00Z,banding,95.0,85.0,ibtracs_intensity_rules,13.4,84.5
fani_2019,fani_2019_20190430T180000Z.npz,2019-04-30T18:00:00Z,banding,95.0,90.0,ibtracs_intensity_rules,13.5,84.4
fani_2019,fani_2019_20190430T210000Z.npz,2019-04-30T21:00:00Z,banding,95.0,95.0,ibtracs_intensity_rules,13.6,84.2
fani_2019,fani_2019_20190501T000000Z.npz,2019-05-01T00:00:00Z,banding,95.0,95.0,ibtracs_intensity_rules,13.9,84.0
fani_2019,fani_2019_20190501T030000Z.npz,2019-05-01T03:00:00Z,banding,95.0,95.0,ibtracs_intensity_rules,14.1,83.9
fani_2019,fani_2019_20190501T060000Z.npz,2019-05-01T06:00:00Z,banding,95.0,95.0,ibtracs_intensity_rules,14.2,83.9
fani_2019,fani_2019_20190501T090000Z.npz,2019-05-01T09:00:00Z,banding,95.0,95.0,ibtracs_intensity_rules,14.5,84.1
fani_2019,fani_2019_20190501T120000Z.npz,2019-05-01T12:00:00Z,banding,100.0,95.0,ibtracs_intensity_rules,14.9,84.1
fani_2019,fani_2019_20190501T150000Z.npz,2019-05-01T15:00:00Z,banding,100.0,95.0,ibtracs_intensity_rules,15.1,84.1
fani_2019,fani_2019_20190501T180000Z.npz,2019-05-01T18:00:00Z,banding,100.0,100.0,ibtracs_intensity_rules,15.2,84.1
fani_2019,fani_2019_20190501T210000Z.npz,2019-05-01T21:00:00Z,banding,100.0,100.0,ibtracs_intensity_rules,15.5,84.2
fani_2019,fani_2019_20190502T000000Z.npz,2019-05-02T00:00:00Z,banding,105.0,100.0,ibtracs_intensity_rules,15.9,84.5
fani_2019,fani_2019_20190502T030000Z.npz,2019-05-02T03:00:00Z,banding,105.0,100.0,ibtracs_intensity_rules,16.2,84.6
fani_2019,fani_2019_20190502T060000Z.npz,2019-05-02T06:00:00Z,banding,110.0,105.0,ibtracs_intensity_rules,16.7,84.8
fani_2019,fani_2019_20190502T090000Z.npz,2019-05-02T09:00:00Z,banding,115.0,105.0,ibtracs_intensity_rules,17.1,84.8
fani_2019,fani_2019_20190502T120000Z.npz,2019-05-02T12:00:00Z,banding,115.0,110.0,ibtracs_intensity_rules,17.5,84.8
fani_2019,fani_2019_20190502T150000Z.npz,2019-05-02T15:00:00Z,banding,115.0,115.0,ibtracs_intensity_rules,17.8,84.9
fani_2019,fani_2019_20190502T180000Z.npz,2019-05-02T18:00:00Z,banding,115.0,115.0,ibtracs_intensity_rules,18.2,85.0
fani_2019,fani_2019_20190502T210000Z.npz,2019-05-02T21:00:00Z,banding,115.0,115.0,ibtracs_intensity_rules,18.6,85.2
fani_2019,fani_2019_20190503T000000Z.npz,2019-05-03T00:00:00Z,banding,105.0,115.0,ibtracs_intensity_rules,19.1,85.5
fani_2019,fani_2019_20190503T030000Z.npz,2019-05-03T03:00:00Z,shear_affected,100.0,115.0,ibtracs_intensity_rules,19.6,85.7
fani_2019,fani_2019_20190503T060000Z.npz,2019-05-03T06:00:00Z,shear_affected,85.0,105.0,ibtracs_intensity_rules,20.2,85.9
fani_2019,fani_2019_20190503T090000Z.npz,2019-05-03T09:00:00Z,shear_affected,75.0,100.0,ibtracs_intensity_rules,20.6,86.0
fani_2019,fani_2019_20190503T120000Z.npz,2019-05-03T12:00:00Z,shear_affected,70.0,85.0,ibtracs_intensity_rules,21.1,86.5
